Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
283,4.795790545596741,RL,3.5553480614894135,8.529911963824013,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5.117993812416755,Gd,TA,PConc,Gd,TA,No,GLQ,6.807934943699926,Unf,0.0,6.018593214496234,7.181591944611865,GasA,Ex,Y,SBrkr,7.181591944611865,0.0,0.0,7.181591944611865,1.0,0.0,2,0,2,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,Gd,Attchd,2008.0,RFn,2.0,626.0,TA,TA,Y,5.153291594497779,4.143134726391533,0.0,0.0,0.0,0.0,0.0,4,2009,ConLw,Normal
284,3.044522437723423,RL,4.31748811353631,9.170871628065816,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,4.290459441148391,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.292337176173877,7.292337176173877,GasA,Ex,Y,SBrkr,7.292337176173877,0.0,0.0,7.292337176173877,0.0,0.0,2,0,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,Gd,Attchd,2008.0,Fin,3.0,898.0,TA,TA,Y,5.351858133476067,5.017279836814924,0.0,0.0,0.0,0.0,0.0,12,2009,New,Partial
285,4.795790545596741,RL,3.9318256327243257,8.98882050177807,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.066108090103747,Unf,0.0,7.044032897274685,7.362645270417825,GasA,Gd,Y,SBrkr,7.362645270417825,0.0,0.0,7.362645270417825,1.0,0.0,2,0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,None,Attchd,1992.0,RFn,2.0,529.0,TA,TA,Y,0.0,0.0,3.970291913552122,0.0,0.0,0.0,0.0,7,2007,WD,Normal
286,5.081404364984463,FV,3.58351893845611,8.355144739461839,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.439350371100098,6.439350371100098,GasA,Ex,Y,SBrkr,6.439350371100098,6.439350371100098,0.0,7.1316985104669115,0.0,0.0,2,1,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,None,Detchd,2006.0,RFn,2.0,528.0,TA,TA,Y,0.0,4.007333185232471,0.0,0.0,0.0,0.0,0.0,6,2007,New,Partial
287,3.9318256327243257,RL,4.356708826689592,9.18881025342582,Pave,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.398594934535208,Unf,0.0,5.746203190540153,6.816735880594968,GasA,TA,Y,SBrkr,6.990256500493881,6.476972362889683,0.0,7.45876269238096,0.0,0.0,1,1,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,1962.0,RFn,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,4.859812404361672,0.0,0.0,6,2006,WD,Normal
288,3.044522437723423,RL,4.23410650459726,9.002824076547672,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.421622267806518,Unf,0.0,5.501258210544727,6.755768921984255,GasA,TA,Y,SBrkr,6.755768921984255,0.0,0.0,6.755768921984255,0.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal
289,3.044522437723423,RL,4.23410650459726,9.192176401348512,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,3.4657359027997265,TA,Gd,CBlock,TA,TA,No,BLQ,6.111467339502679,Unf,0.0,6.07073772800249,6.78332520060396,GasA,TA,Y,SBrkr,6.803505257608338,0.0,0.0,6.803505257608338,0.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,None,Detchd,1970.0,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2010,WD,Normal
290,4.2626798770413155,RL,4.110873864173311,9.074635189810808,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.54965074223381,6.54965074223381,GasA,Ex,Y,FuseA,6.54965074223381,6.54965074223381,0.0,7.242082359256962,0.0,0.0,1,0,3,0.6931471805599453,TA,2.0794415416798357,Typ,0.0,None,Detchd,2003.0,Unf,1.0,384.0,TA,TA,Y,0.0,0.0,0.0,0.0,5.560681631015528,0.0,0.0,7,2007,WD,Normal
291,4.110873864173311,RL,4.795790545596741,9.655795128300506,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,6.984716320118266,6.984716320118266,GasA,Ex,Y,SBrkr,6.984716320118266,6.734591659972948,0.0,7.560080465021827,0.0,0.0,2,1,3,0.6931471805599453,Gd,2.1972245773362196,Typ,0.6931471805599453,Gd,Attchd,2006.0,RFn,2.0,685.0,Gd,TA,Y,0.0,3.9512437185814275,0.0,0.0,0.0,0.0,0.0,7,2006,New,Partial
292,5.25227342804663,RL,4.02535169073515,8.646113971483077,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Fa,PConc,TA,Fa,No,Rec,5.351858133476067,Unf,0.0,6.3473892096560105,6.660575149839686,GasA,Ex,N,SBrkr,6.842683282238422,6.660575149839686,0.0,7.448333860897476,1.0,0.0,2,0,6,0.6931471805599453,Fa,2.302585092994046,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,5.220355825078324,0.0,0.0,0.0,0.0,0.0,3,2008,WD,Normal
293,3.9318256327243257,RL,4.110873864173311,9.342245442856122,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,5.680172609017068,Unf,0.0,6.1675164908883415,6.645090969505644,GasA,Gd,Y,SBrkr,7.046647277848756,6.343880434126331,0.0,7.448333860897476,0.0,0.0,1,1,3,0.6931471805599453,TA,2.1972245773362196,Min2,0.6931471805599453,Gd,Attchd,1949.0,Unf,1.0,281.0,TA,TA,Y,0.0,0.0,0.0,0.0,5.081404364984463,0.0,0.0,1,2009,WD,Normal
294,4.110873864173311,RL,4.23410650459726,9.720765915720834,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,3.5553480614894135,TA,TA,CBlock,TA,TA,No,ALQ,6.679599185844383,Unf,0.0,0.0,6.679599185844383,GasA,Fa,Y,SBrkr,7.292337176173877,6.679599185844383,0.0,7.724888439323074,1.0,0.0,2,1,3,0.6931471805599453,Gd,2.302585092994046,Typ,0.6931471805599453,TA,Attchd,1977.0,Fin,2.0,539.0,TA,TA,Y,0.0,5.5254529391317835,0.0,0.0,0.0,0.0,0.0,3,2006,WD,Normal
295,3.044522437723423,RL,4.394449154672439,9.169622538697624,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,5.476463551931511,TA,TA,CBlock,TA,TA,No,GLQ,7.1592919047975645,Unf,0.0,4.882801922586371,7.256297239690681,GasA,TA,Y,SBrkr,7.405495663199472,0.0,0.0,7.405495663199472,1.0,0.0,1,0,3,0.6931471805599453,TA,2.0794415416798357,Typ,1.0986122886681098,Gd,Attchd,1953.0,Fin,2.0,418.0,TA,TA,Y,4.709530201312334,0.0,0.0,0.0,0.0,0.0,0.0,10,2009,WD,Normal
296,4.394449154672439,RL,3.6375861597263857,8.97941663334301,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,6.709304340258298,Unf,0.0,5.220355825078324,6.911747300251674,GasA,TA,Y,SBrkr,6.911747300251674,0.0,0.0,6.911747300251674,1.0,0.0,1,0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,None,Detchd,1984.0,Unf,2.0,588.0,TA,TA,Y,4.795790545596741,0.0,0.0,0.0,0.0,0.0,0.0,3,2006,WD,Normal
297,3.9318256327243257,RM,4.330733340286331,9.525953709356655,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.042632833682381,Unf,0.0,6.19644412779452,6.814542897259958,GasA,TA,Y,FuseA,6.814542897259958,6.47543271670409,0.0,7.351799869057777,0.0,0.0,1,1,4,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,None,Attchd,1950.0,Unf,1.0,282.0,TA,TA,Y,5.66988092298052,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal
298,4.110873864173311,FV,4.204692619390966,8.909235279192261,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,7.3783837129967145,Gd,TA,PConc,Gd,TA,No,BLQ,6.476972362889683,Unf,0.0,5.7899601708972535,6.883462586413092,GasA,Ex,Y,SBrkr,6.883462586413092,6.883462586413092,0.0,7.576097340623111,0.0,0.0,2,1,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,TA,Detchd,1997.0,RFn,2.0,576.0,TA,TA,Y,0.0,2.3978952727983707,0.0,0.0,5.293304824724492,0.0,0.0,6,2007,WD,Normal
299,4.110873864173311,RL,4.51085950651685,9.367429587218957,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,5.902633333401366,Gd,TA,CBlock,TA,TA,No,ALQ,5.953243334287785,Rec,5.170483995038151,4.969813299576001,6.555356891810665,GasA,Gd,Y,SBrkr,6.948897222313312,6.555356891810665,0.0,7.463936604468925,0.0,0.6931471805599453,1,2,3,0.6931471805599453,TA,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,1968.0,Unf,2.0,539.0,TA,TA,Y,5.41610040220442,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal
300,3.044522437723423,RL,4.394449154672439,9.546884034617925,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.996681488176539,6.996681488176539,GasA,Ex,Y,SBrkr,7.050122520269059,0.0,0.0,7.050122520269059,0.0,0.6931471805599453,1,0,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,Gd,Attchd,1950.0,Unf,1.0,300.0,TA,TA,Y,0.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Family
301,5.25227342804663,RL,4.51085950651685,9.664659134301736,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,4.04305126783455,TA,TA,CBlock,TA,TA,Mn,BLQ,6.7357800142423265,Unf,0.0,5.783825182329737,7.061334366910438,GasA,TA,Y,SBrkr,7.198183577101943,0.0,0.0,7.198183577101943,1.0,0.0,1,0,2,0.6931471805599453,TA,1.791759469228055,Typ,1.0986122886681098,Gd,Attchd,1953.0,Unf,1.0,375.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal
302,4.110873864173311,RL,4.204692619390966,9.694431800539537,Pave,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.641907070938114,Unf,0.0,6.617402977974478,6.9363427358340495,GasA,Ex,Y,SBrkr,7.099201743553092,7.1252830915107115,0.0,7.8050670442584895,0.0,0.0,2,1,4,0.6931471805599453,Gd,2.302585092994046,Typ,0.6931471805599453,TA,BuiltIn,1998.0,Fin,2.0,683.0,TA,TA,Y,5.342334251964811,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,5,2007,WD,Normal
303,3.044522437723423,RL,4.77912349311153,9.525516008736886,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.017279836814924,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.340835554123275,7.340835554123275,GasA,Ex,Y,SBrkr,7.340835554123275,0.0,0.0,7.340835554123275,0.0,0.0,2,0,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,TA,Attchd,2001.0,RFn,3.0,843.0,TA,TA,Y,6.150602768446279,4.406719247264253,0.0,0.0,0.0,0.0,0.0,1,2006,WD,Normal
304,3.044522437723423,RL,4.2626798770413155,9.19023970026918,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,6.796823718274855,Unf,0.0,0.0,6.796823718274855,GasA,TA,Y,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,1.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,None,Attchd,1975.0,Unf,2.0,552.0,TA,TA,Y,5.54907608489522,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Abnorml
305,4.330733340286331,RM,4.477336814478207,9.819399172153842,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,7.293697720601438,7.293697720601438,GasA,Ex,Y,SBrkr,7.424165281042028,7.506042178518122,0.0,8.158802490694002,0.0,0.0,3,0,3,0.6931471805599453,Gd,2.3978952727983707,Typ,0.6931471805599453,Ex,Attchd,2003.0,Unf,3.0,870.0,TA,TA,Y,5.713732805509369,0.0,0.0,0.0,0.0,0.0,0.0,5,2008,WD,Normal
306,3.044522437723423,RL,4.394449154672439,9.248310303227811,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,5.5093883366279774,Gd,TA,PConc,Gd,TA,No,GLQ,7.289610521451167,Unf,0.0,6.285998094508865,7.601402334583733,GasA,Ex,Y,SBrkr,7.601402334583733,0.0,0.0,7.601402334583733,1.0,0.0,2,0,3,0.6931471805599453,Gd,2.1972245773362196,Typ,0.0,None,Attchd,2004.0,Fin,3.0,888.0,TA,TA,Y,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Normal
307,4.110873864173311,RL,4.762173934797756,9.508591395777199,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,5.5093883366279774,Gd,TA,CBlock,Gd,TA,No,ALQ,6.55250788703459,Unf,0.0,0.0,6.55250788703459,GasA,Gd,Y,SBrkr,7.023758954738443,7.022868086082641,0.0,7.716015266642587,1.0,0.0,2,1,4,0.6931471805599453,Gd,2.1972245773362196,Typ,0.6931471805599453,TA,Attchd,1990.0,RFn,3.0,746.0,TA,TA,Y,4.852030263919617,3.8066624897703196,5.41610040220442,0.0,0.0,0.0,0.0,6,2007,WD,Normal
308,3.9318256327243257,RM,4.23410650459726,8.97727273946428,Pave,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,5.768320995793772,5.768320995793772,GasA,TA,Y,FuseA,6.943122422819428,5.918893854273146,0.0,7.249215057114389,0.0,0.0,1,0,3,0.6931471805599453,Fa,1.9459101490553132,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,4.976733742420574,0.0,0.0,0.0,0.0,0.0,3,2008,WD,Normal
309,3.4339872044851463,RL,4.23410650459726,9.42084437974393,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.572154032177765,Unf,0.0,6.396929655216146,6.759255270663693,GasA,Ex,Y,SBrkr,6.759255270663693,0.0,0.0,6.759255270663693,0.0,0.0,1,0,1,0.6931471805599453,TA,1.6094379124341003,Typ,0.0,None,Detchd,1961.0,Unf,2.0,539.0,TA,TA,Y,5.0689042022202315,0.0,0.0,0.0,0.0,0.0,0.0,3,2009,WD,Normal
310,3.044522437723423,RL,4.51085950651685,9.42375676753181,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.150701457592526,Unf,0.0,6.434546518787453,7.5480289699350145,GasA,Ex,Y,SBrkr,7.573017256052546,0.0,0.0,7.573017256052546,1.0,0.0,2,0,3,0.6931471805599453,Ex,2.1972245773362196,Typ,1.3862943611198906,Ex,Attchd,2003.0,Fin,3.0,708.0,TA,TA,Y,5.342334251964811,5.170483995038151,0.0,0.0,0.0,0.0,0.0,11,2006,WD,Normal
311,4.110873864173311,RL,4.23410650459726,8.94715577112479,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.727387818712341,TA,TA,PConc,Gd,TA,No,ALQ,6.251903883165888,Unf,0.0,5.19295685089021,6.548219102762372,GasA,Gd,Y,SBrkr,6.548219102762372,6.690842277418564,0.0,7.31455283232408,0.0,0.0,2,1,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,TA,Attchd,1993.0,Fin,2.0,420.0,TA,TA,Y,5.25227342804663,4.1588830833596715,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal
312,3.044522437723423,RL,3.9318256327243257,8.987321812850125,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,6.523562306149512,Unf,0.0,5.680172609017068,6.880384082186005,GasA,Ex,Y,SBrkr,6.880384082186005,0.0,0.0,6.880384082186005,1.0,0.0,1,0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.6931471805599453,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2009,WD,Normal
313,5.25227342804663,RM,4.189654742026425,8.962007209588313,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,6.230481447578482,Unf,0.0,5.659482215759621,6.677083461247136,GasA,TA,Y,SBrkr,6.677083461247136,5.786897381366708,0.0,7.020190708311925,1.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.6931471805599453,Gd,Detchd,1939.0,Unf,2.0,410.0,TA,TA,Y,0.0,0.0,0.0,0.0,5.605802066295998,0.0,0.0,5,2006,WD,Normal
314,3.044522437723423,RL,5.017279836814924,12.279536839074337,Pave,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,7.1204443723924875,Rec,6.710523109452428,4.394449154672439,7.667158255319148,GasW,TA,Y,SBrkr,7.619233416226805,0.0,0.0,7.619233416226805,2.0,0.0,2,0,3,0.6931471805599453,TA,2.1972245773362196,Typ,1.0986122886681098,Gd,Attchd,1965.0,RFn,2.0,513.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal
315,4.2626798770413155,RM,4.110873864173311,9.169622538697624,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,2.833213344056216,Unf,0.0,6.569481420414296,6.591673732008658,GasA,Ex,Y,SBrkr,6.725033642166843,6.697034247666484,0.0,7.403670290012373,0.0,0.6931471805599453,1,1,3,0.6931471805599453,Ex,1.9459101490553132,Typ,0.6931471805599453,Gd,Detchd,1925.0,Unf,2.0,546.0,Fa,TA,Y,0.0,0.0,5.459585514144159,0.0,0.0,0.0,0.0,8,2006,WD,Normal
316,4.110873864173311,RL,4.276666119016055,8.961366060627451,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.054439346269371,Unf,0.0,5.676753802268282,6.57507584059962,GasA,Ex,Y,SBrkr,6.57507584059962,6.57507584059962,0.0,7.267525427828172,1.0,0.0,2,1,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,Gd,Attchd,2004.0,Fin,2.0,432.0,TA,TA,Y,4.61512051684126,3.9512437185814275,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal
317,4.110873864173311,RL,4.553876891600541,9.473166068429098,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,5.631211781821365,Gd,TA,CBlock,Gd,TA,No,GLQ,6.541029999189903,Unf,0.0,5.0369526024136295,6.740519359606223,GasA,TA,Y,SBrkr,7.050989447068045,7.0909098220799835,0.0,7.763871287820222,1.0,0.0,2,1,4,0.6931471805599453,Ex,2.3978952727983707,Typ,0.6931471805599453,TA,Attchd,1983.0,RFn,2.0,484.0,TA,TA,Y,5.666426688112432,5.278114659230517,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Normal
318,4.110873864173311,FV,4.330733340286331,9.105090961257085,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,6.9930151229329605,6.9930151229329605,GasA,Ex,Y,SBrkr,6.9930151229329605,6.77078942390898,0.0,7.580699752224563,0.0,0.0,2,1,3,0.6931471805599453,Gd,2.1972245773362196,Typ,0.6931471805599453,Gd,Attchd,2006.0,RFn,3.0,1025.0,TA,TA,Y,5.342334251964811,3.8501476017100584,0.0,0.0,0.0,0.0,0.0,12,2007,WD,Normal
319,4.110873864173311,RL,4.51085950651685,9.200391041122515,Pave,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.54907608489522,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.895682697747868,Unf,0.0,5.8888779583328805,7.206377291472252,GasA,Ex,Y,SBrkr,7.224753405767971,7.150701457592526,0.0,7.881182202227102,1.0,0.0,2,1,4,0.6931471805599453,Gd,2.302585092994046,Typ,0.6931471805599453,TA,Attchd,1993.0,RFn,3.0,656.0,TA,TA,Y,5.831882477283517,4.110873864173311,4.976733742420574,0.0,0.0,0.0,0.0,4,2009,WD,Normal
320,4.394449154672439,RL,4.23410650459726,9.55506418479516,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,5.420534999272286,TA,TA,CBlock,Gd,TA,Av,GLQ,6.9440872082295275,Unf,0.0,5.820082930352362,7.224753405767971,GasA,TA,Y,SBrkr,7.29505641646263,0.0,0.0,7.29505641646263,1.0,0.0,2,0,3,0.6931471805599453,TA,1.9459101490553132,Typ,1.0986122886681098,TA,Attchd,1980.0,Unf,2.0,588.0,TA,TA,Y,5.455321115357702,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal
321,4.110873864173311,RL,4.718498871295094,9.696463383101802,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.916202062607435,TA,TA,PConc,Ex,Gd,Av,Unf,0.0,Unf,0.0,7.1308988302963465,7.1308988302963465,GasA,Ex,Y,SBrkr,7.1308988302963465,7.206377291472252,0.0,7.862112211662748,0.0,0.0,3,1,4,0.6931471805599453,Gd,2.302585092994046,Typ,0.0,None,Attchd,2006.0,RFn,3.0,840.0,TA,TA,Y,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,0.0,9,2006,New,Partial
